Make,Model,Vehicle_Class,Engine_Size(L),Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City_(L/100_km),Fuel_Consumption_Hwy_(L/100_km),Fuel_Consumption_Comb_(L/100_km),Fuel_Consumption_Comb_(mpg),CO2_Emissions(g/km),Fuel_Type_name,Transmission_Name
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9,31,212,premium gasoline,automatic with select shift
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,premium gasoline,manual
MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,8.6,6.8,7.8,36,181,regular gasoline,continuously variable
MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.6,7,8.4,34,198,regular gasoline,manual
MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,9.8,7.6,8.8,32,204,regular gasoline,continuously variable
MITSUBISHI,LANCER,COMPACT,2.4,4,M5,X,10.5,7.7,9.2,31,217,regular gasoline,manual
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,10.2,7.8,9.1,31,210,regular gasoline,continuously variable
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AV6,X,9.2,7.1,8.3,34,191,regular gasoline,continuously variable
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,M5,X,9.9,7.2,8.7,32,203,regular gasoline,manual
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.3,5.9,48,139,regular gasoline,continuously variable
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7,5.6,6.3,45,147,regular gasoline,manual
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.2,7.5,8.4,34,193,regular gasoline,continuously variable
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.7,8.1,9,31,207,regular gasoline,continuously variable
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,AS6,Z,11.9,8.5,10.4,27,238,premium gasoline,automatic with select shift
MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.6,7.6,8.7,32,202,regular gasoline,continuously variable
MITSUBISHI,RVR,SUV - SMALL,2,4,M5,X,10.3,8,9.3,30,214,regular gasoline,manual
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.5,8.6,9.6,29,223,regular gasoline,continuously variable
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.2,11.1,25,260,premium gasoline,automatic with select shift
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,269,premium gasoline,manual
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13.1,9.6,11.5,25,270,premium gasoline,automatic with select shift
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278,premium gasoline,manual
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6,7.5,38,176,regular gasoline,continuously variable
NISSAN,ALTIMA 3.5,MID-SIZE,3.5,6,AV7,X,10.3,7.4,9,31,212,regular gasoline,continuously variable
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,8.9,6.3,7.7,37,181,regular gasoline,continuously variable
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.6,10.4,12.1,23,285,regular gasoline,automatic
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.2,11.3,25,266,regular gasoline,manual
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,14.8,10.3,12.7,22,300,regular gasoline,automatic
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.7,11.3,13.7,21,322,regular gasoline,automatic
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,15,11.2,13.3,21,313,regular gasoline,manual
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.3,10.5,12.6,22,294,premium gasoline,automated manual
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Z,8.5,7.2,7.9,36,186,premium gasoline,continuously variable
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,8.5,6.9,7.8,36,183,premium gasoline,manual
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,Z,8.8,7.5,8.2,34,194,premium gasoline,continuously variable
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Z,8.9,7.5,8.3,34,194,premium gasoline,manual
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,9.4,8.1,8.8,32,208,premium gasoline,continuously variable
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,10.9,7.8,9.5,30,223,premium gasoline,continuously variable
NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,36,184,regular gasoline,automatic
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,37,182,regular gasoline,manual
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11,8.2,9.8,29,230,regular gasoline,continuously variable
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.3,9.9,29,232,regular gasoline,continuously variable
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.7,9,9.4,30,220,regular gasoline,continuously variable
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.9,8.6,10.4,27,245,regular gasoline,continuously variable
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,251,regular gasoline,continuously variable
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.7,9,11,26,258,regular gasoline,continuously variable
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.1,7.1,8.2,34,194,regular gasoline,continuously variable
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.6,33,201,regular gasoline,continuously variable
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8,6.1,7.2,39,167,regular gasoline,continuously variable
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.9,6.6,7.9,36,184,regular gasoline,manual
NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,7.5,6,6.8,42,161,regular gasoline,continuously variable
NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.5,7.6,37,179,regular gasoline,manual
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,8.4,10.1,28,238,premium gasoline,automated manual
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Z,12.3,8.6,10.6,27,249,premium gasoline,manual
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.5,8.4,10.1,28,236,premium gasoline,automated manual
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26,251,premium gasoline,manual
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,AM7,Z,12.7,9,11,26,259,premium gasoline,automated manual
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,M7,Z,12.9,9,11.2,25,262,premium gasoline,manual
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.7,9.2,11.1,25,260,premium gasoline,automated manual
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Z,13.4,9.3,11.6,24,272,premium gasoline,manual
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,11.9,8.7,10.5,27,245,premium gasoline,automated manual
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.4,8.7,10.7,26,252,premium gasoline,manual
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.2,8.7,10.6,27,250,premium gasoline,automated manual
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.5,8.9,10.9,26,255,premium gasoline,manual
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.7,8.5,10.2,28,240,premium gasoline,automated manual
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26,251,premium gasoline,manual
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.9,8.8,10.5,27,246,premium gasoline,automated manual
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.5,9,10.9,26,257,premium gasoline,manual
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,AM7,Z,12.7,9.2,11.1,25,260,premium gasoline,automated manual
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,M7,Z,13,9.2,11.3,25,265,premium gasoline,manual
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.1,9.4,11.4,25,268,premium gasoline,automated manual
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Z,13.4,9.3,11.6,24,272,premium gasoline,manual
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.2,8.9,10.7,26,251,premium gasoline,automated manual
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.7,8.9,11,26,258,premium gasoline,manual
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.5,9.1,11,26,257,premium gasoline,automated manual
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.9,9.2,11.2,25,262,premium gasoline,manual
PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16,11.5,14,20,329,premium gasoline,automated manual
PORSCHE,911 GT3RS,TWO-SEATER,4,6,AM7,Z,16.3,11.8,14.3,20,334,premium gasoline,automated manual
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,AM7,Z,12.3,8.9,10.8,26,253,premium gasoline,automated manual
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,M7,Z,12.9,9,11.1,25,261,premium gasoline,manual
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AM7,Z,12.8,9.3,11.2,25,260,premium gasoline,automated manual
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,M7,Z,13.1,9.2,11.4,25,267,premium gasoline,manual
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,premium gasoline,automated manual
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,premium gasoline,automated manual
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,premium gasoline,automated manual
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,278,premium gasoline,automated manual
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,217,premium gasoline,automated manual
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,232,premium gasoline,manual
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,222,premium gasoline,automated manual
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,250,premium gasoline,manual
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,230,premium gasoline,automated manual
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,245,premium gasoline,manual
PORSCHE,BOXSTER SPYDER,TWO-SEATER,3.8,6,M6,Z,13.1,9.9,11.6,24,272,premium gasoline,manual
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,13.5,9.7,11.8,24,277,premium gasoline,automatic
PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3,6,A8,D,11.2,8.4,9.8,29,270,diesel,automatic
PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,A8,Z,14.8,10.4,12.8,22,300,premium gasoline,automatic
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A8,Z,14.3,9.6,12.2,23,286,premium gasoline,automatic
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,334,premium gasoline,automatic
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A8,Z,16.9,11.2,14.3,20,336,premium gasoline,automatic
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,217,premium gasoline,automated manual
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,232,premium gasoline,manual
PORSCHE,CAYMAN GT4,TWO-SEATER,3.8,6,M6,Z,13.3,10.1,11.8,24,277,premium gasoline,manual
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,222,premium gasoline,automated manual
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,250,premium gasoline,manual
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,230,premium gasoline,automated manual
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,245,premium gasoline,manual
PORSCHE,MACAN S,SUV - SMALL,3,6,A7,Z,13.7,10.3,12.2,23,285,premium gasoline,automatic
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23,287,premium gasoline,automatic
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,255,premium gasoline,automated manual
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,298,premium gasoline,automated manual
PORSCHE,PANAMERA S,FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.4,25,267,premium gasoline,automated manual
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,262,premium gasoline,automated manual
PORSCHE,PANAMERA 4S,FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.4,25,267,premium gasoline,automated manual
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3,6,AM7,Z,13.7,8.9,11.5,25,271,premium gasoline,automated manual
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,300,premium gasoline,automated manual
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,303,premium gasoline,automated manual
PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,300,premium gasoline,automated manual
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,303,premium gasoline,automated manual
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24,279,regular gasoline,automatic
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,17,279,ethanol (E85),automatic
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,25,264,regular gasoline,automatic
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12,14.8,19,348,regular gasoline,automatic
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.8,10.9,13.6,21,319,regular gasoline,automatic
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,11.6,8.4,10.2,28,272,diesel,automatic
RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3,6,A8,D,11.3,8,9.8,29,264,diesel,automatic
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,294,regular gasoline,automatic
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5,14.5,17.8,16,296,ethanol (E85),automatic
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.7,12.7,15.4,18,362,regular gasoline,automatic
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.5,14.1,20,330,regular gasoline,automatic
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3,6,A8,D,12.1,8.8,10.6,27,283,diesel,automatic
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.1,9.8,29,231,regular gasoline,automatic
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373,premium gasoline,automatic with select shift
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373,premium gasoline,automatic with select shift
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.9,12.7,17.2,16,403,premium gasoline,automatic with select shift
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.7,12.9,17.2,16,404,premium gasoline,automatic with select shift
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16,403,premium gasoline,automatic with select shift
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2,16,404,premium gasoline,automatic with select shift
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,18.8,11.8,15.6,18,367,premium gasoline,automatic with select shift
SCION,FR-S,MINICOMPACT,2,4,AS6,Z,9.6,7,8.4,34,197,premium gasoline,automatic with select shift
SCION,FR-S,MINICOMPACT,2,4,M6,Z,10.9,7.9,9.6,29,224,premium gasoline,manual
SCION,iM,MID-SIZE,1.8,4,AV7,X,8.3,6.3,7.4,38,173,regular gasoline,continuously variable
SCION,iM,MID-SIZE,1.8,4,M6,X,8.6,6.6,7.7,37,180,regular gasoline,manual
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.6,9,31,211,regular gasoline,automatic with select shift
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.7,9,31,210,regular gasoline,manual
SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,AM6,Z,7.5,6.1,6.9,41,157,premium gasoline,automated manual
SMART,FORTWO COUPE,TWO-SEATER,0.9,3,AM6,Z,7.5,6.1,6.9,41,157,premium gasoline,automated manual
SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.6,7,8.4,34,197,premium gasoline,automatic with select shift
SUBARU,BRZ,MINICOMPACT,2,4,M6,Z,10.9,7.9,9.6,29,224,premium gasoline,manual
SUBARU,FORESTER AWD,SUV - SMALL,2,4,AV8,Z,10.2,8.5,9.4,30,222,premium gasoline,continuously variable
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.6,7.5,8.7,32,204,regular gasoline,continuously variable
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.6,8.4,9.6,29,227,regular gasoline,manual
SUBARU,IMPREZA AWD,COMPACT,2,4,AV6,X,8.5,6.4,7.6,37,177,regular gasoline,continuously variable
SUBARU,IMPREZA AWD,COMPACT,2,4,M5,X,9.5,7,8.4,34,197,regular gasoline,manual
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,AV6,X,8.5,6.4,7.6,37,177,regular gasoline,continuously variable
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,M5,X,9.5,7,8.4,34,197,regular gasoline,manual
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,9,6.5,7.9,36,185,regular gasoline,continuously variable
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,10.7,7.8,9.4,30,220,regular gasoline,manual
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.2,10.2,28,239,regular gasoline,continuously variable
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,9.3,7.1,8.3,34,196,regular gasoline,continuously variable
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11,8.2,9.7,29,228,regular gasoline,manual
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12,8.6,10.5,27,246,regular gasoline,continuously variable
SUBARU,WRX,COMPACT,2,4,AV8,Z,12.5,9.5,11.2,25,254,premium gasoline,continuously variable
SUBARU,WRX,COMPACT,2,4,M6,Z,11.3,8.4,10,28,233,premium gasoline,manual
SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23,285,premium gasoline,manual
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,AV6,X,9.1,7,8.1,35,191,regular gasoline,continuously variable
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2,4,M5,X,10.2,7.7,9.1,31,214,regular gasoline,manual
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2,4,AV6,X,7.9,6.9,7.5,38,175,regular gasoline,continuously variable
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4,6,AS5,X,14.2,11.1,12.8,22,298,regular gasoline,automatic with select shift
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4,6,AS5,X,14.2,11.1,12.8,22,298,regular gasoline,automatic with select shift
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.6,9.7,29,225,regular gasoline,automatic with select shift
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.4,6.7,8.2,34,192,regular gasoline,automatic with select shift
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11,7.7,9.5,30,222,regular gasoline,automatic with select shift
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,6,5.7,50,134,regular gasoline,continuously variable
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.7,6,5.9,48,137,regular gasoline,continuously variable
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6,37,179,regular gasoline,automatic
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.2,6.2,7.3,39,171,regular gasoline,continuously variable
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,7.9,6.1,7.1,40,166,regular gasoline,continuously variable
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.4,6.4,7.5,38,174,regular gasoline,manual
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8,42,160,regular gasoline,continuously variable
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,7.7,6,6.9,41,162,regular gasoline,continuously variable
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.5,9.3,11.1,25,260,regular gasoline,automatic with select shift
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,13,9.8,11.6,24,272,regular gasoline,automatic with select shift
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.6,8.4,8.5,33,198,regular gasoline,continuously variable
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,8.4,8.3,8.4,34,195,regular gasoline,continuously variable
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.5,63,104,regular gasoline,continuously variable
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.5,5.1,4.7,60,111,regular gasoline,continuously variable
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.4,5.8,5.6,50,131,regular gasoline,continuously variable
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.1,7.7,9,31,212,regular gasoline,automatic with select shift
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.2,9.5,30,220,regular gasoline,automatic with select shift
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,6.9,7.6,7.2,39,169,regular gasoline,continuously variable
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10,7.6,8.9,32,208,regular gasoline,automatic with select shift
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,10.6,8.1,9.4,30,220,regular gasoline,automatic with select shift
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.8,14,16.6,17,382,regular gasoline,automatic with select shift
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13,9.5,11.4,25,267,regular gasoline,automatic with select shift
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,23,290,regular gasoline,automatic with select shift
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12,10,11.1,25,261,regular gasoline,automatic with select shift
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10,11.4,25,267,regular gasoline,automatic with select shift
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.5,11.7,24,274,regular gasoline,automatic with select shift
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.4,11.4,11.9,24,279,regular gasoline,manual
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.1,10.5,11.9,24,280,regular gasoline,automatic with select shift
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.6,11.2,12.5,23,292,regular gasoline,manual
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300,regular gasoline,manual
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,20,335,regular gasoline,automatic with select shift
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.3,13,15.4,18,360,regular gasoline,automatic with select shift
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.9,15.1,19,351,regular gasoline,automatic with select shift
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.2,14.1,16.3,17,380,regular gasoline,automatic with select shift
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.6,9,10.4,27,244,regular gasoline,automatic with select shift
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.5,9,10.9,26,256,regular gasoline,automatic with select shift
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,9.2,10.5,27,241,regular gasoline,automatic with select shift
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.8,9.3,11.3,25,263,regular gasoline,automatic with select shift
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.2,5.6,6.4,44,151,regular gasoline,automatic with select shift
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.6,5.7,6.7,42,157,regular gasoline,manual
